0 -11.7579 -11.6584 -11.4591 -11.3217 -11.2482 -11.1579 -11.154 -11.0381 -10.9872 -10.7602 -10.7138 -10.6647 -10.6158 -10.5164 -10.5063 -10.3655 -10.2859 -10.2028 -10.0784 -9.18337 -9.112 -8.86071 -6.92073 -6.45521 -5.39443 -4.96001 -4.51993 -3.7845 -3.41609 -3.09571 -2.52029 -1.67941 -1.29548 -1.29305 -1.2019 -0.458361 -0.369327 0.0801526 0.0961984 0.169273 0.275527 0.304014 0.642879 0.691394 0.778266 1.45844 1.57026 2.20263 2.27307 3.18876 4.51899 4.77081 7.16088 8.94663 9.8054 9.95064 11.1141 13.4444 20.1411 21.7963 21.8547 24.0216 26.1688 26.231 
1 -11.7473 -11.6505 -11.4495 -11.3212 -11.2445 -11.1579 -11.1538 -11.0182 -10.9675 -10.7578 -10.7113 -10.6634 -10.6157 -10.5164 -10.5064 -10.363 -10.2865 -10.1852 -10.0793 -9.1674 -9.09625 -8.84236 -6.90996 -6.45257 -5.39436 -4.95709 -4.52112 -3.77363 -3.40647 -3.08345 -2.51736 -1.67621 -1.29298 -1.29248 -1.20182 -0.459197 -0.368447 0.0801395 0.0960708 0.169215 0.274747 0.303433 0.642007 0.688484 0.779002 1.45835 1.56956 2.19776 2.26212 3.18323 4.4995 4.7521 7.12648 8.94807 9.80528 9.9445 11.1102 13.3722 19.9841 21.7151 21.7729 23.9238 26.0515 26.113 
2 -11.7172 -11.6282 -11.4228 -11.3198 -11.2327 -11.1579 -11.1533 -10.9583 -10.9098 -10.7495 -10.704 -10.6594 -10.6155 -10.5164 -10.5064 -10.3555 -10.2885 -10.1319 -10.082 -9.11949 -9.04891 -8.78569 -6.8776 -6.44466 -5.39418 -4.94838 -4.52473 -3.7411 -3.37763 -3.04588 -2.50854 -1.66671 -1.29078 -1.28519 -1.20158 -0.461746 -0.365803 0.0801006 0.0956877 0.169038 0.272335 0.301746 0.639419 0.679785 0.781225 1.45806 1.56748 2.17982 2.23264 3.16673 4.44133 4.69671 7.01995 8.95239 9.80493 9.92627 11.0984 13.1633 19.5246 21.4736 21.5298 23.6334 25.7036 25.7629 
3 -11.6711 -11.595 -11.3863 -11.318 -11.2098 -11.1579 -11.1525 -10.8586 -10.8252 -10.7251 -10.6913 -10.651 -10.6155 -10.5163 -10.5064 -10.343 -10.2919 -10.0868 -10.042 -9.03956 -8.96963 -8.68622 -6.82358 -6.43156 -5.39387 -4.93398 -4.53089 -3.68716 -3.32961 -2.98057 -2.49379 -1.65118 -1.28803 -1.27131 -1.20118 -0.466106 -0.361404 0.0800375 0.0950496 0.16873 0.268115 0.299083 0.635201 0.665361 0.78498 1.45758 1.56411 2.13484 2.1988 3.13946 4.34562 4.60652 6.83135 8.95962 9.80436 9.89631 11.0789 12.8405 18.7957 21.0779 21.1316 23.1586 25.1362 25.1922 
4 -11.6145 -11.5554 -11.351 -11.3167 -11.1717 -11.1579 -11.1514 -10.7717 -10.7293 -10.6628 -10.6516 -10.6159 -10.6132 -10.5162 -10.5065 -10.3254 -10.2967 -10.0938 -9.91455 -8.92717 -8.85788 -8.53802 -6.74811 -6.41336 -5.39346 -4.91403 -4.53979 -3.61218 -3.26261 -2.88339 -2.47304 -1.62998 -1.28434 -1.25004 -1.2006 -0.472412 -0.3553 0.0799521 0.0941598 0.168271 0.261883 0.295552 0.629503 0.645234 0.790336 1.4569 1.55957 2.05537 2.16846 3.10178 4.2151 4.4837 6.54501 8.96982 9.80357 9.85501 11.052 12.4395 17.849 20.5376 20.5883 22.5127 24.3674 24.4193 
5 -11.5539 -11.5136 -11.3245 -11.3164 -11.1579 -11.1502 -11.1191 -10.7561 -10.6752 -10.625 -10.617 -10.5161 -10.5161 -10.5066 -10.443 -10.3029 -10.3026 -10.1034 -9.74877 -8.78142 -8.71299 -8.33604 -6.65216 -6.39023 -5.39295 -4.88865 -4.55164 -3.51663 -3.1771 -2.74837 -2.44622 -1.60338 -1.27985 -1.21976 -1.19986 -0.480801 -0.347608 0.0798475 0.0930274 0.167626 0.253507 0.29113 0.619234 0.622542 0.797382 1.45602 1.55406 1.94973 2.13434 3.05419 4.05462 4.32976 6.14251 8.98304 9.80137 9.80365 11.018 12.0047 16.7502 19.8656 19.913 21.7129 23.4203 23.4677 
6 -11.4954 -11.4734 -11.3175 -11.3062 -11.1579 -11.149 -11.0611 -10.7499 -10.6555 -10.6185 -10.599 -10.5159 -10.5067 -10.3255 -10.3108 -10.2446 -10.2176 -10.114 -9.54423 -8.60108 -8.53418 -8.07927 -6.53797 -6.36235 -5.39238 -4.85809 -4.56669 -3.4009 -3.07414 -2.56774 -2.41331 -1.57113 -1.27475 -1.19893 -1.17896 -0.49141 -0.338525 0.0797268 0.0916721 0.166746 0.242953 0.285599 0.586746 0.614608 0.806225 1.45492 1.5478 1.82463 2.09191 2.9973 3.87113 4.1447 5.60963 8.99936 9.73764 9.80159 10.9775 11.5806 15.574 19.0771 19.1214 20.7796 22.3219 22.3648 
7 -11.4444 -11.4377 -11.3202 -11.2923 -11.1579 -11.1478 -11.0077 -10.7483 -10.6362 -10.6206 -10.569 -10.5158 -10.5068 -10.3203 -10.2801 -10.1376 -9.99744 -9.93931 -9.30079 -8.38525 -8.32068 -7.77367 -6.40948 -6.32997 -5.39175 -4.82301 -4.58516 -3.26525 -2.9557 -2.37431 -2.33235 -1.53151 -1.26925 -1.19781 -1.12714 -0.504371 -0.328329 0.0795935 0.0901284 0.165559 0.230215 0.278558 0.546397 0.606067 0.816989 1.45361 1.54105 1.68764 2.03816 2.93188 3.67294 3.92516 4.94733 9.01884 9.65903 9.8004 10.9309 11.2018 14.3996 18.1891 18.2309 19.7353 21.1014 21.1404 
8 -11.4099 -11.4034 -11.3245 -11.2799 -11.1579 -11.1469 -10.9658 -10.7506 -10.6231 -10.6139 -10.5381 -10.5156 -10.507 -10.3315 -10.2665 -10.1587 -9.68148 -9.62469 -9.0186 -8.13358 -8.0719 -7.43406 -6.29335 -6.2723 -5.39109 -4.78534 -4.60721 -3.10995 -2.82511 -2.32934 -2.03425 -1.47866 -1.2636 -1.19649 -1.06637 -0.519818 -0.317372 0.0794505 0.0884502 0.163974 0.215184 0.26949 0.496068 0.597359 0.829813 1.45208 1.53408 1.55045 1.96984 2.85877 3.46854 3.64817 4.19521 9.04155 9.56378 9.79916 10.8789 10.8859 13.3057 17.2193 17.2597 18.6032 19.7883 19.8243 
9 -11.3897 -11.3756 -11.3302 -11.2674 -11.1579 -11.1465 -10.9385 -10.7574 -10.626 -10.5877 -10.5154 -10.5108 -10.5071 -10.3446 -10.2636 -10.1865 -9.32123 -9.2665 -8.69805 -7.84642 -7.78763 -7.0837 -6.25282 -6.13304 -5.39042 -4.74988 -4.63294 -2.93616 -2.6873 -2.27859 -1.68707 -1.38299 -1.25801 -1.195 -1.00354 -0.53789 -0.30608 0.0793001 0.0867134 0.161884 0.197482 0.257878 0.434602 0.588995 0.84485 1.42997 1.45034 1.5272 1.88269 2.77896 3.11334 3.26698 3.58984 9.06752 9.45074 9.79791 10.6347 10.822 12.3646 16.1859 16.2264 17.4064 18.4118 18.4461 
