0 -11.7443 -11.6435 -11.4534 -11.3109 -11.2347 -11.1457 -11.1417 -11.0295 -10.9794 -10.8641 -10.7562 -10.7041 -10.6554 -10.6141 -10.5162 -10.506 -10.3644 -10.2846 -10.2008 -10.1537 -10.0843 -10.0779 -9.19096 -9.12096 -8.86386 -6.89974 -6.45085 -5.37812 -4.90655 -4.45823 -3.74282 -3.41076 -3.06038 -2.56435 -2.26708 -2.26708 -1.64912 -1.28134 -1.24873 -1.18836 -0.442316 -0.365547 0.080117 0.0949443 0.167814 0.272054 0.292976 0.636988 0.732431 0.757166 1.44266 1.55647 2.14572 2.16594 2.78128 2.78128 3.2142 4.43981 4.6925 7.06667 8.84304 9.73008 9.85142 11.0538 13.3539 20.1301 21.8144 21.8717 23.902 24.0195 26.1479 26.209 
1 -11.7338 -11.6357 -11.4439 -11.3103 -11.2312 -11.1457 -11.1416 -11.0097 -10.9598 -10.8633 -10.7539 -10.7017 -10.6542 -10.614 -10.5162 -10.5061 -10.3619 -10.2853 -10.1831 -10.1546 -10.0788 -10.0664 -9.17498 -9.10519 -8.84547 -6.88903 -6.44818 -5.37806 -4.90385 -4.45963 -3.73206 -3.40123 -3.0481 -2.56117 -2.26168 -2.26168 -1.64599 -1.28077 -1.24648 -1.18829 -0.443161 -0.364673 0.0801036 0.0948279 0.167758 0.271287 0.292407 0.636121 0.729027 0.757916 1.44258 1.55578 2.14048 2.156 2.77411 2.77411 3.20854 4.42169 4.67452 7.03241 8.84458 9.72995 9.84568 11.0499 13.2825 19.9732 21.733 21.7898 23.8039 23.9217 26.0308 26.0912 
2 -11.7039 -11.6135 -11.4173 -11.3089 -11.2199 -11.1457 -11.1411 -10.9498 -10.9022 -10.8612 -10.7458 -10.6947 -10.6501 -10.6138 -10.5161 -10.5061 -10.3544 -10.2873 -10.1573 -10.1298 -10.0815 -10.0122 -9.12701 -9.05778 -8.78868 -6.85685 -6.44022 -5.37787 -4.89578 -4.46386 -3.69986 -3.37267 -3.01047 -2.55164 -2.24551 -2.24551 -1.6367 -1.27909 -1.23953 -1.18809 -0.445732 -0.362052 0.0800638 0.0944787 0.167586 0.268917 0.290752 0.63355 0.71883 0.760179 1.44234 1.55372 2.11189 2.13923 2.75267 2.75267 3.19164 4.36767 4.62124 6.92636 8.84919 9.72959 9.82855 11.038 13.0759 19.5137 21.4911 21.5463 23.5126 23.6313 25.6834 25.7416 
3 -11.6583 -11.5807 -11.3805 -11.3072 -11.1981 -11.1457 -11.1403 -10.8589 -10.8501 -10.8184 -10.721 -10.6825 -10.6419 -10.6138 -10.5161 -10.5061 -10.3418 -10.2906 -10.1619 -10.0863 -10.0399 -9.92064 -9.04697 -8.97838 -8.68905 -6.80315 -6.42702 -5.37755 -4.88235 -4.47103 -3.64656 -3.32521 -2.94511 -2.53571 -2.21867 -2.21867 -1.62152 -1.27636 -1.2272 -1.18776 -0.450124 -0.357697 0.0799992 0.0938976 0.167288 0.264771 0.288135 0.62936 0.701867 0.763998 1.44194 1.55038 2.05357 2.12264 2.71718 2.71718 3.16372 4.2789 4.53436 6.73877 8.85691 9.729 9.80026 11.0183 12.7565 18.7846 21.0947 21.1475 23.0363 23.1565 25.1169 25.1719 
4 -11.6023 -11.5417 -11.3441 -11.3058 -11.1619 -11.1457 -11.1392 -10.8574 -10.7678 -10.7209 -10.6548 -10.6423 -10.6143 -10.6072 -10.516 -10.5062 -10.3242 -10.2954 -10.1683 -10.0934 -9.91241 -9.79058 -8.93442 -8.86646 -8.5406 -6.72817 -6.40869 -5.37713 -4.8636 -4.4813 -3.57263 -3.2591 -2.84789 -2.51334 -2.18132 -2.18132 -1.60085 -1.27268 -1.20844 -1.18728 -0.456455 -0.351668 0.0799121 0.0930877 0.166843 0.258669 0.284646 0.623699 0.678099 0.76944 1.44138 1.54587 1.97251 2.10037 2.66801 2.66801 3.12514 4.15779 4.41608 6.45427 8.86777 9.72819 9.76101 10.9912 12.3595 17.8371 20.5535 20.6033 22.3881 22.5105 24.3492 24.4002 
5 -11.5421 -11.5006 -11.3163 -11.3056 -11.1457 -11.138 -11.1117 -10.8575 -10.7532 -10.6675 -10.6161 -10.6153 -10.5159 -10.5084 -10.5063 -10.4366 -10.3017 -10.3014 -10.1769 -10.1031 -9.74657 -9.62113 -8.78843 -8.72132 -8.3383 -6.63289 -6.38539 -5.37661 -4.83951 -4.49487 -3.47872 -3.17493 -2.71293 -2.4845 -2.1337 -2.1337 -1.57505 -1.26821 -1.18667 -1.18195 -0.464853 -0.344092 0.0798056 0.092058 0.166221 0.25051 0.280233 0.616783 0.647285 0.77659 1.44065 1.54039 1.87223 2.07091 2.60565 2.60565 3.07641 4.00842 4.26826 6.0548 8.88182 9.71042 9.72733 10.9569 11.9284 16.7363 19.8804 19.927 21.5855 21.7106 23.4035 23.45 
6 -11.484 -11.4611 -11.3067 -11.2971 -11.1457 -11.1368 -11.0557 -10.8596 -10.7473 -10.6485 -10.6169 -10.5912 -10.5157 -10.5064 -10.3215 -10.3096 -10.2399 -10.2113 -10.1877 -10.1137 -9.54194 -9.41179 -8.60781 -8.54219 -8.0811 -6.51954 -6.35731 -5.37602 -4.81017 -4.51194 -3.36545 -3.07377 -2.5325 -2.4492 -2.07611 -2.07611 -1.5441 -1.26311 -1.1859 -1.14657 -0.475443 -0.335172 0.0796831 0.0908263 0.165373 0.240275 0.274676 0.608783 0.608899 0.785551 1.43975 1.53414 1.75735 2.03292 2.53075 2.53075 3.01817 3.83657 4.09169 5.52626 8.89913 9.64776 9.72616 10.9161 11.5071 15.5563 19.0907 19.1342 20.6486 20.7773 22.3066 22.3487 
7 -11.4332 -11.426 -11.3094 -11.2827 -11.1457 -11.1356 -11.004 -10.8636 -10.7457 -10.6301 -10.619 -10.5625 -10.5156 -10.5065 -10.3191 -10.2791 -10.2009 -10.1374 -9.99021 -9.93287 -9.2984 -9.16243 -8.39164 -8.3283 -7.77492 -6.39201 -6.32467 -5.37538 -4.77611 -4.53268 -3.23337 -2.95756 -2.4075 -2.29748 -2.0089 -2.0089 -1.5068 -1.25759 -1.18497 -1.10209 -0.488351 -0.325187 0.0795485 0.089424 0.164235 0.227946 0.267623 0.561398 0.600406 0.796442 1.43867 1.52738 1.63508 1.98469 2.44404 2.44404 2.95119 3.64926 3.88433 4.86888 8.91973 9.57071 9.72495 10.8691 11.1299 14.3757 18.2013 18.2423 19.5998 19.7329 21.0876 21.1259 
8 -11.3986 -11.3924 -11.3137 -11.2701 -11.1457 -11.1347 -10.9633 -10.8695 -10.7479 -10.6214 -10.6087 -10.533 -10.5154 -10.5067 -10.3305 -10.2659 -10.2167 -10.1587 -9.67435 -9.61832 -9.01608 -8.87313 -8.13958 -8.07907 -7.43445 -6.28777 -6.25581 -5.3747 -4.73916 -4.55721 -3.08304 -2.82937 -2.35958 -1.99954 -1.93251 -1.93251 -1.45845 -1.25188 -1.1839 -1.05062 -0.503711 -0.314482 0.0794051 0.0878991 0.162723 0.213383 0.258675 0.503775 0.591735 0.809399 1.43742 1.51621 1.52038 1.92399 2.34638 2.34638 2.87635 3.45384 3.62552 4.11972 8.94367 9.47629 9.72368 10.8145 10.8166 13.2735 17.23 17.2697 18.4622 18.6007 19.7762 19.8115 
9 -11.3786 -11.3648 -11.3195 -11.2576 -11.1457 -11.1342 -10.9369 -10.8769 -10.7547 -10.6243 -10.5834 -10.5152 -10.5068 -10.5068 -10.3436 -10.2631 -10.2353 -10.1866 -9.31431 -9.26032 -8.69537 -8.54411 -7.85196 -7.79428 -7.08283 -6.2469 -6.11746 -5.37402 -4.70421 -4.58554 -2.91568 -2.69368 -2.30569 -1.84744 -1.84744 -1.651 -1.3718 -1.24622 -1.18268 -0.998423 -0.521664 -0.303471 0.0792557 0.0863193 0.16074 0.196227 0.247477 0.436488 0.58339 0.824573 1.41474 1.43601 1.51341 1.84786 2.23873 2.23873 2.79464 3.08839 3.25842 3.54026 8.97096 9.36297 9.7224 10.5631 10.7592 12.3224 16.1951 16.2349 17.259 17.4038 18.4012 18.4349 
10 -11.3675 -11.3483 -11.3266 -11.2452 -11.1457 -11.1344 -10.9245 -10.8856 -10.7666 -10.6274 -10.5558 -10.515 -10.507 -10.4883 -10.3587 -10.2711 -10.2569 -10.2207 -8.9124 -8.86016 -8.3369 -8.17576 -7.52973 -7.47428 -6.7481 -6.20243 -5.9833 -5.37335 -4.68181 -4.61759 -2.73476 -2.5562 -2.24622 -1.75423 -1.75423 -1.43162 -1.24082 -1.18133 -1.05416 -0.956442 -0.54236 -0.292638 0.0791016 0.0847717 0.158182 0.176361 0.233598 0.366676 0.575937 0.842129 1.34414 1.43446 1.50676 1.74247 2.12211 2.12211 2.2264 2.70714 3.06636 3.24334 9.00161 9.23887 9.72115 10.368 10.6977 11.5771 15.1143 15.1562 16.0121 16.1645 16.9896 17.0235 
11 -11.3647 -11.3407 -11.3348 -11.2345 -11.1457 -11.1355 -10.924 -10.8953 -10.784 -10.6308 -10.5292 -10.5147 -10.5072 -10.4811 -10.3757 -10.2912 -10.2819 -10.2603 -8.46996 -8.41864 -7.9416 -7.76859 -7.17469 -7.12027 -6.45607 -6.15474 -5.85813 -5.37273 -4.69031 -4.65311 -2.54807 -2.42277 -2.18167 -1.65351 -1.65351 -1.35233 -1.23589 -1.17991 -0.941285 -0.565948 -0.487119 -0.282532 0.0789427 0.0833583 0.154957 0.156775 0.214737 0.311168 0.570005 0.862243 1.21402 1.30937 1.43282 1.50067 1.73759 1.99762 1.99762 2.61499 2.88183 2.99205 9.03556 9.13598 9.71998 10.2182 10.6328 11.0555 14.0044 14.0508 14.742 14.9035 15.5661 15.6022 
12 -11.3687 -11.3438 -11.34 -11.2274 -11.1457 -11.1378 -10.9332 -10.9057 -10.8073 -10.6344 -10.5145 -10.5074 -10.5073 -10.4878 -10.3946 -10.325 -10.3103 -10.3034 -7.98849 -7.93677 -7.51082 -7.3233 -6.79061 -6.73503 -6.22268 -6.10423 -5.74379 -5.37217 -4.75339 -4.69161 -2.37021 -2.2949 -2.11266 -1.54596 -1.54596 -1.31465 -1.23158 -1.1785 -0.946591 -0.592573 -0.273771 0.0787787 0.082184 0.112584 0.151019 0.176913 0.237315 0.287949 0.329156 0.566271 0.885095 1.29594 1.4312 1.49532 1.67102 1.86641 1.86641 2.51939 2.69785 2.77962 9.07275 9.11193 9.71893 10.1026 10.5652 10.734 12.8812 12.9349 13.4673 13.6395 14.1523 14.1927 
