0 -11.7346 -11.633 -11.4494 -11.3033 -11.2425 -11.2254 -11.1371 -11.1331 -11.0234 -10.9739 -10.7535 -10.7068 -10.6973 -10.6487 -10.6129 -10.5161 -10.5121 -10.5058 -10.3636 -10.2837 -10.2208 -10.1993 -10.1425 -10.0775 -9.19637 -9.12733 -8.86603 -6.88439 -6.44761 -5.77969 -5.36634 -4.86742 -4.41199 -3.71417 -3.40752 -3.03373 -2.59803 -2.57099 -1.627 -1.27301 -1.21387 -1.17868 -0.430798 -0.388268 -0.362858 -0.0733819 0.062465 0.0800954 0.0940131 0.166783 0.255788 0.269603 0.283818 0.519442 0.63281 0.656913 0.742151 0.768244 1.4314 1.54668 2.07925 2.10457 3.10442 3.23301 4.38584 4.63931 6.99908 8.76878 9.6765 9.78069 10.0958 11.011 13.2889 20.1219 21.8272 21.8839 23.9603 24.018 26.133 26.1933 
1 -11.7243 -11.6252 -11.4399 -11.3027 -11.242 -11.2219 -11.1371 -11.1329 -11.0036 -10.9543 -10.7513 -10.7065 -10.695 -10.6475 -10.6128 -10.516 -10.5121 -10.5058 -10.3611 -10.2843 -10.2216 -10.1817 -10.1247 -10.0784 -9.18037 -9.11155 -8.84762 -6.87372 -6.44493 -5.77777 -5.36628 -4.86488 -4.41356 -3.70347 -3.39805 -3.02143 -2.59466 -2.56624 -1.62393 -1.27244 -1.21183 -1.17863 -0.431651 -0.387025 -0.361988 -0.0728269 0.0625403 0.0800817 0.0939052 0.166728 0.255356 0.268844 0.283262 0.517505 0.631948 0.655583 0.74291 0.764378 1.43133 1.54599 2.06866 2.10061 3.09798 3.22725 4.36867 4.62183 6.96492 8.77038 9.67638 9.77521 10.0936 11.007 13.2181 19.965 21.7458 21.8019 23.8624 23.9202 26.0161 26.0756 
2 -11.6946 -11.6032 -11.4134 -11.3013 -11.2408 -11.2109 -11.1371 -11.1324 -10.9438 -10.8967 -10.7434 -10.7057 -10.6881 -10.6435 -10.6126 -10.516 -10.5121 -10.5059 -10.3536 -10.2864 -10.224 -10.1283 -10.0812 -10.0709 -9.13237 -9.06409 -8.79076 -6.84168 -6.43693 -5.77205 -5.36608 -4.85727 -4.41828 -3.67152 -3.3697 -2.98375 -2.58455 -2.55203 -1.6148 -1.27077 -1.20554 -1.17845 -0.434243 -0.383354 -0.359383 -0.0711409 0.0627653 0.080041 0.0935814 0.16656 0.25405 0.266492 0.281658 0.511731 0.629389 0.651636 0.745204 0.752783 1.43113 1.54394 2.03535 2.09056 3.07874 3.21006 4.3175 4.56998 6.8592 8.77522 9.67601 9.75885 10.087 10.995 13.0132 19.5056 21.5036 21.5581 23.5715 23.6298 25.669 25.7265 
3 -11.6492 -11.5706 -11.3764 -11.2995 -11.2392 -11.1898 -11.1371 -11.1316 -10.8442 -10.8136 -10.7182 -10.7049 -10.6763 -10.6354 -10.6127 -10.5159 -10.5121 -10.5059 -10.3409 -10.2897 -10.2281 -10.086 -10.0384 -9.98013 -9.05225 -8.98461 -8.69099 -6.78822 -6.42366 -5.76262 -5.36576 -4.84456 -4.42627 -3.61866 -3.32261 -2.91832 -2.56768 -2.5285 -1.59989 -1.26805 -1.19444 -1.17817 -0.43866 -0.377429 -0.355061 -0.0682621 0.0631375 0.0799749 0.0930428 0.166268 0.251839 0.262365 0.279139 0.502235 0.625219 0.645195 0.733447 0.749072 1.43079 1.54062 1.97948 2.07524 3.04695 3.18165 4.23345 4.48536 6.6723 8.7833 9.6754 9.73174 10.0762 10.9753 12.6963 18.7764 21.1066 21.1588 23.0959 23.1549 25.1032 25.1575 
4 -11.5936 -11.532 -11.3393 -11.2982 -11.2378 -11.1549 -11.1371 -11.1306 -10.7651 -10.7148 -10.7047 -10.6492 -10.6357 -10.6131 -10.6029 -10.5158 -10.5121 -10.506 -10.3234 -10.2946 -10.2338 -10.0932 -9.9109 -9.85131 -8.93958 -8.87256 -8.54236 -6.71361 -6.40524 -5.74966 -5.36533 -4.82668 -4.43766 -3.54548 -3.25713 -2.82107 -2.54402 -2.49585 -1.57963 -1.26439 -1.17782 -1.1776 -0.445014 -0.36954 -0.349091 -0.0640904 0.0636527 0.0798859 0.0922926 0.165834 0.248666 0.2563 0.27578 0.489207 0.619586 0.636471 0.706279 0.754578 1.43031 1.53614 1.90334 2.05401 3.00306 3.14241 4.11871 4.37015 6.38909 8.79466 9.67456 9.69392 10.0615 10.948 12.3021 17.8283 20.5648 20.614 22.4489 22.5089 24.3363 24.3866 
5 -11.5338 -11.4914 -11.3106 -11.2979 -11.2372 -11.1371 -11.1294 -11.1064 -10.7512 -10.7053 -10.662 -10.6142 -10.6099 -10.5157 -10.5121 -10.5061 -10.503 -10.432 -10.3009 -10.3005 -10.2415 -10.1029 -9.74502 -9.68363 -8.79343 -8.72724 -8.33983 -6.61882 -6.38182 -5.73341 -5.36481 -4.80353 -4.45262 -3.4527 -3.17389 -2.68614 -2.51357 -2.45441 -1.55445 -1.25992 -1.17724 -1.15416 -0.453421 -0.360088 -0.341607 -0.0584939 0.0643052 0.0797774 0.0913392 0.165227 0.244455 0.248241 0.271498 0.472913 0.612704 0.625766 0.671001 0.761805 1.42969 1.53067 1.81036 2.02612 2.94764 3.09284 3.97688 4.22643 5.99174 8.80933 9.64485 9.67367 10.0432 10.9135 11.8738 16.7261 19.8909 19.9369 21.6476 21.709 23.3915 23.4374 
6 -11.476 -11.4524 -11.2991 -11.2907 -11.2375 -11.1371 -11.1281 -11.0519 -10.7455 -10.7068 -10.6436 -10.6157 -10.5858 -10.5156 -10.5121 -10.5062 -10.3189 -10.3088 -10.251 -10.2363 -10.2068 -10.1134 -9.54033 -9.47666 -8.61261 -8.54789 -8.08233 -6.5061 -6.35358 -5.71417 -5.3642 -4.77508 -4.4713 -3.34115 -3.07401 -2.50585 -2.47639 -2.40459 -1.5245 -1.25482 -1.17659 -1.12302 -0.463999 -0.349577 -0.332815 -0.0513246 0.0650881 0.079653 0.0901992 0.164402 0.238195 0.239101 0.266059 0.453685 0.604857 0.61348 0.627015 0.770854 1.42893 1.52444 1.70552 1.99061 2.88147 3.03361 3.81294 4.05556 5.46625 8.82737 9.58358 9.67252 10.0217 10.8724 11.4547 15.5434 19.1003 19.1432 20.7125 20.7757 22.2957 22.3373 
7 -11.4254 -11.4177 -11.3018 -11.276 -11.2391 -11.1371 -11.1269 -11.0013 -10.7438 -10.7091 -10.6257 -10.6178 -10.558 -10.5154 -10.5121 -10.5063 -10.3183 -10.2784 -10.2627 -10.1373 -9.98507 -9.92829 -9.29671 -9.23027 -8.39619 -8.33372 -7.77573 -6.37929 -6.32077 -5.69228 -5.36355 -4.74174 -4.49385 -3.21157 -2.95933 -2.43259 -2.34687 -2.27108 -1.489 -1.24929 -1.17581 -1.08423 -0.476872 -0.338597 -0.322992 -0.0424471 0.0659936 0.0795168 0.0889013 0.163299 0.226146 0.232484 0.259154 0.431925 0.573428 0.5964 0.600115 0.781839 1.42802 1.51767 1.59606 1.94613 2.80545 2.96548 3.63304 3.85646 4.81231 8.8488 9.50766 9.67128 9.99751 10.8251 11.0787 14.3587 18.2099 18.2504 19.6659 19.7312 21.0778 21.1156 
8 -11.3907 -11.3847 -11.3062 -11.2633 -11.2419 -11.1371 -11.126 -10.9616 -10.746 -10.7122 -10.6203 -10.605 -10.5294 -10.5152 -10.512 -10.5064 -10.3297 -10.2765 -10.2654 -10.1587 -9.66928 -9.61379 -9.0143 -8.94457 -8.14385 -8.08417 -7.43463 -6.28366 -6.24382 -5.66814 -5.36286 -4.70531 -4.52031 -3.06475 -2.83276 -2.38237 -2.28187 -1.97321 -1.44415 -1.24355 -1.1749 -1.03981 -0.492172 -0.32778 -0.312478 -0.0317847 0.0670139 0.0793726 0.0874894 0.16184 0.211939 0.224466 0.250464 0.408096 0.509714 0.586278 0.587759 0.794895 1.42697 1.49186 1.51064 1.89101 2.72063 2.88937 3.44371 3.61071 4.06464 8.87365 9.41385 9.66999 9.97122 10.7637 10.7723 13.2506 17.2376 17.2768 18.5311 18.5989 19.7675 19.8024 
9 -11.3708 -11.3572 -11.312 -11.2507 -11.2459 -11.1371 -11.1255 -10.9358 -10.7527 -10.7161 -10.6231 -10.5804 -10.515 -10.512 -10.5066 -10.5041 -10.3429 -10.2927 -10.2628 -10.1866 -9.30939 -9.25592 -8.69348 -8.61989 -7.85591 -7.79901 -7.08211 -6.24256 -6.10614 -5.64218 -5.36216 -4.67071 -4.55067 -2.902 -2.6984 -2.32607 -2.21029 -1.62315 -1.36487 -1.23783 -1.17388 -0.995404 -0.510044 -0.31776 -0.301679 -0.0193839 0.0681427 0.0792235 0.086025 0.159934 0.195259 0.214921 0.239722 0.382718 0.437898 0.572675 0.579429 0.81017 1.40456 1.42578 1.50362 1.82315 2.62823 2.80627 3.06917 3.2524 3.50607 8.90193 9.30034 9.66868 9.9434 10.5121 10.7146 12.2925 16.2017 16.241 17.3311 17.402 18.3936 18.427 
10 -11.3599 -11.3408 -11.3191 -11.2511 -11.2382 -11.1371 -11.1257 -10.9238 -10.7646 -10.7205 -10.6262 -10.5534 -10.5148 -10.512 -10.5068 -10.4862 -10.358 -10.3113 -10.2709 -10.2207 -8.90764 -8.85592 -8.33488 -8.25675 -7.53329 -7.47859 -6.74619 -6.19782 -5.97251 -5.61485 -5.36149 -4.64882 -4.5848 -2.72659 -2.56137 -2.2641 -2.13295 -1.41429 -1.23235 -1.17275 -1.0456 -0.96003 -0.53064 -0.309108 -0.291065 -0.00548742 0.0693782 0.0790717 0.0845869 0.157484 0.176131 0.203761 0.226463 0.356353 0.3663 0.560096 0.571968 0.827825 1.34416 1.42448 1.49689 1.73129 2.20056 2.52957 2.71728 3.06223 3.23015 8.93361 9.17508 9.66742 9.91465 10.3166 10.6527 11.5402 15.1198 15.1612 16.088 16.1626 16.9831 17.0166 
11 -11.3571 -11.3332 -11.3274 -11.2573 -11.2274 -11.1371 -11.1268 -10.9235 -10.7821 -10.7256 -10.6296 -10.5274 -10.5146 -10.512 -10.507 -10.4796 -10.375 -10.3326 -10.291 -10.2603 -8.46537 -8.41459 -7.93941 -7.85592 -7.17776 -7.12408 -6.45287 -6.14983 -5.84773 -5.58654 -5.36085 -4.65867 -4.6224 -2.5458 -2.42647 -2.19703 -2.05077 -1.34633 -1.22732 -1.17156 -0.947434 -0.554114 -0.478686 -0.302292 -0.281173 0.0093984 0.0707288 0.078918 0.0832675 0.154407 0.157448 0.190994 0.208382 0.311007 0.329604 0.549378 0.565996 0.848036 1.20622 1.31311 1.42311 1.4907 1.72497 2.42611 2.62356 2.87695 2.99037 8.96864 9.07056 9.66623 9.88556 10.1663 10.5874 11.0134 14.0088 14.0547 14.8226 14.9015 15.5606 15.5962 
