36 -14.949 -12.7152 -5.80608 -2.7914 -2.79118 -1.59513 -1.59491 2.31441 
37 -14.9239 -12.7174 -5.79581 -2.79036 -2.79013 -1.59531 -1.59509 2.34011 
38 -14.8896 -12.7209 -5.77823 -2.78858 -2.78836 -1.59595 -1.59572 2.3699 
39 -14.8474 -12.7256 -5.75429 -2.78618 -2.78595 -1.59698 -1.59675 2.40323 
40 -14.799 -12.7314 -5.72514 -2.78325 -2.78302 -1.59834 -1.5981 2.43938 
41 -14.7463 -12.7381 -5.69212 -2.77994 -2.77971 -1.59995 -1.59972 2.47747 
42 -14.6913 -12.7456 -5.6567 -2.7764 -2.77616 -1.60174 -1.6015 2.51648 
43 -14.6362 -12.7535 -5.62045 -2.77277 -2.77254 -1.60361 -1.60337 2.55523 
44 -14.5831 -12.7615 -5.58497 -2.76923 -2.76899 -1.60548 -1.60523 2.59245 
45 -14.5341 -12.7692 -5.5518 -2.76591 -2.76567 -1.60724 -1.60699 2.62686 
46 -14.4911 -12.7764 -5.52242 -2.76298 -2.76274 -1.60882 -1.60856 2.65716 
47 -14.4557 -12.7825 -5.4981 -2.76055 -2.76031 -1.61013 -1.60988 2.68215 
48 -14.4293 -12.7872 -5.47992 -2.75873 -2.75849 -1.61112 -1.61086 2.70081 
49 -14.4131 -12.7901 -5.46868 -2.75761 -2.75737 -1.61173 -1.61148 2.71233 
50 -14.4076 -12.7911 -5.46488 -2.75723 -2.75699 -1.61194 -1.61168 2.71624 
51 -14.41 -12.7907 -5.46657 -2.7574 -2.75715 -1.61185 -1.61159 2.7145 
52 -14.4173 -12.7894 -5.47162 -2.7579 -2.75766 -1.61157 -1.61132 2.70932 
53 -14.4293 -12.7872 -5.47992 -2.75873 -2.75849 -1.61112 -1.61086 2.70081 
54 -14.4458 -12.7842 -5.49131 -2.75987 -2.75963 -1.6105 -1.61024 2.68912 
55 -14.4665 -12.7806 -5.50557 -2.76129 -2.76105 -1.60973 -1.60947 2.67447 
56 -14.4911 -12.7764 -5.52242 -2.76298 -2.76274 -1.60882 -1.60856 2.65716 
57 -14.519 -12.7717 -5.54152 -2.76489 -2.76465 -1.60779 -1.60754 2.63748 
58 -14.5499 -12.7667 -5.56251 -2.76698 -2.76674 -1.60667 -1.60642 2.61579 
59 -14.5831 -12.7615 -5.58497 -2.76923 -2.76899 -1.60548 -1.60523 2.59245 
60 -14.6182 -12.7561 -5.60846 -2.77158 -2.77134 -1.60424 -1.604 2.56787 
61 -14.6544 -12.7508 -5.63253 -2.77398 -2.77374 -1.60299 -1.60274 2.54241 
62 -14.6913 -12.7456 -5.6567 -2.7764 -2.77616 -1.60174 -1.6015 2.51648 
63 -14.7281 -12.7406 -5.6805 -2.77878 -2.77855 -1.60054 -1.6003 2.49043 
64 -14.7642 -12.7358 -5.70346 -2.78108 -2.78085 -1.59939 -1.59916 2.46462 
65 -14.799 -12.7314 -5.72514 -2.78325 -2.78302 -1.59834 -1.5981 2.43938 
66 -14.8319 -12.7274 -5.74509 -2.78525 -2.78502 -1.5974 -1.59717 2.415 
67 -14.8623 -12.7239 -5.76291 -2.78704 -2.78681 -1.59659 -1.59637 2.39177 
68 -14.8896 -12.7209 -5.77823 -2.78858 -2.78836 -1.59595 -1.59572 2.3699 
69 -14.9135 -12.7184 -5.79072 -2.78984 -2.78962 -1.59548 -1.59526 2.34961 
70 -14.9334 -12.7165 -5.80008 -2.79079 -2.79057 -1.5952 -1.59498 2.33107 
71 -14.949 -12.7152 -5.80608 -2.7914 -2.79118 -1.59513 -1.59491 2.31441 
72 -14.96 -12.7146 -5.80851 -2.79166 -2.79145 -1.59527 -1.59505 2.29973 
73 -14.9662 -12.7145 -5.80722 -2.79155 -2.79134 -1.59563 -1.59542 2.28712 
74 -14.9676 -12.7151 -5.80212 -2.79107 -2.79086 -1.59622 -1.59602 2.2766 
75 -14.964 -12.7164 -5.79318 -2.79021 -2.79 -1.59704 -1.59684 2.2682 
76 -14.9555 -12.7183 -5.78039 -2.78897 -2.78877 -1.59809 -1.59789 2.26188 
77 -14.9423 -12.7209 -5.76383 -2.78737 -2.78717 -1.59936 -1.59916 2.25762 
78 -14.9247 -12.7241 -5.74363 -2.78542 -2.78523 -1.60084 -1.60065 2.25532 
79 -14.9029 -12.7281 -5.71995 -2.78314 -2.78295 -1.60252 -1.60233 2.25489 
80 -14.8773 -12.7326 -5.69302 -2.78056 -2.78037 -1.60438 -1.6042 2.2562 
81 -14.8484 -12.7378 -5.66312 -2.7777 -2.77752 -1.60642 -1.60624 2.25908 
82 -14.8167 -12.7435 -5.63058 -2.7746 -2.77443 -1.6086 -1.60843 2.26335 
83 -14.7827 -12.7499 -5.59577 -2.77131 -2.77114 -1.61091 -1.61075 2.2688 
84 -14.7471 -12.7567 -5.55911 -2.76785 -2.76769 -1.61332 -1.61316 2.27519 
85 -14.7104 -12.764 -5.52103 -2.76429 -2.76413 -1.6158 -1.61565 2.28226 
86 -14.6732 -12.7717 -5.48203 -2.76066 -2.76051 -1.61834 -1.61819 2.28974 
87 -14.6363 -12.7798 -5.44258 -2.75702 -2.75688 -1.62088 -1.62074 2.29731 
88 -14.6002 -12.788 -5.40319 -2.75341 -2.75327 -1.62342 -1.62328 2.30469 
89 -14.5656 -12.7964 -5.36439 -2.74989 -2.74976 -1.62591 -1.62577 2.31154 
90 -14.533 -12.8048 -5.32666 -2.7465 -2.74637 -1.62832 -1.6282 2.31757 
91 -14.5029 -12.8131 -5.29049 -2.74328 -2.74317 -1.63063 -1.63051 2.32246 
92 -14.4761 -12.8211 -5.25634 -2.74029 -2.74018 -1.63281 -1.6327 2.32591 
93 -14.4528 -12.8287 -5.22464 -2.73757 -2.73746 -1.63483 -1.63472 2.32768 
94 -14.4335 -12.8357 -5.19575 -2.73514 -2.73504 -1.63667 -1.63657 2.32752 
95 -14.4186 -12.8421 -5.17002 -2.73303 -2.73294 -1.63831 -1.63822 2.32523 
96 -14.4084 -12.8477 -5.14769 -2.73129 -2.7312 -1.63973 -1.63965 2.32067 
97 -14.4031 -12.8524 -5.12899 -2.72991 -2.72983 -1.64093 -1.64084 2.31374 
98 -14.4027 -12.8562 -5.11405 -2.72892 -2.72884 -1.64188 -1.6418 2.3044 
99 -14.4073 -12.8589 -5.10294 -2.72831 -2.72824 -1.64259 -1.64252 2.29267 
100 -14.4168 -12.8607 -5.09565 -2.72809 -2.72803 -1.64306 -1.64299 2.27863 
101 -14.4234 -12.8612 -5.09343 -2.72812 -2.72806 -1.64321 -1.64314 2.27077 
102 -14.4311 -12.8615 -5.09213 -2.72825 -2.72818 -1.6433 -1.64322 2.26239 
103 -14.44 -12.8616 -5.09174 -2.72846 -2.72839 -1.64333 -1.64326 2.25351 
104 -14.4499 -12.8614 -5.09223 -2.72876 -2.72869 -1.64331 -1.64323 2.24415 
105 -14.4609 -12.861 -5.09357 -2.72915 -2.72907 -1.64324 -1.64315 2.23435 
106 -14.4728 -12.8604 -5.09574 -2.72962 -2.72954 -1.64311 -1.64302 2.22414 
107 -14.4857 -12.8597 -5.09871 -2.73016 -2.73008 -1.64293 -1.64284 2.21355 
108 -14.4995 -12.8588 -5.10243 -2.73077 -2.73069 -1.6427 -1.64262 2.20262 
109 -14.5142 -12.8577 -5.10686 -2.73146 -2.73138 -1.64243 -1.64235 2.19138 
110 -14.5295 -12.8565 -5.11196 -2.73221 -2.73213 -1.64212 -1.64203 2.17988 
111 -14.5456 -12.8552 -5.11769 -2.73302 -2.73294 -1.64177 -1.64168 2.16816 
112 -14.5622 -12.8537 -5.12399 -2.73388 -2.7338 -1.64139 -1.6413 2.15626 
113 -14.5795 -12.8522 -5.13081 -2.73479 -2.73471 -1.64097 -1.64088 2.14422 
114 -14.5971 -12.8506 -5.13811 -2.73574 -2.73566 -1.64052 -1.64043 2.13208 
115 -14.6152 -12.8489 -5.14583 -2.73673 -2.73665 -1.64005 -1.63996 2.11989 
116 -14.6336 -12.8472 -5.15391 -2.73775 -2.73768 -1.63955 -1.63947 2.10768 
117 -14.6522 -12.8454 -5.16229 -2.7388 -2.73873 -1.63904 -1.63895 2.09551 
118 -14.671 -12.8436 -5.17093 -2.73987 -2.7398 -1.63851 -1.63843 2.0834 
119 -14.6899 -12.8419 -5.17976 -2.74095 -2.74088 -1.63797 -1.63789 2.07141 
120 -14.7087 -12.8401 -5.18872 -2.74204 -2.74197 -1.63742 -1.63734 2.05957 
121 -14.7274 -12.8383 -5.19776 -2.74313 -2.74306 -1.63687 -1.63679 2.04791 
122 -14.746 -12.8365 -5.20682 -2.74421 -2.74415 -1.63631 -1.63624 2.03648 
123 -14.7643 -12.8348 -5.21584 -2.74529 -2.74523 -1.63576 -1.6357 2.02531 
124 -14.7823 -12.8331 -5.22477 -2.74635 -2.74629 -1.63522 -1.63516 2.01444 
125 -14.7999 -12.8315 -5.23356 -2.74739 -2.74733 -1.63469 -1.63463 2.0039 
126 -14.817 -12.8299 -5.24215 -2.7484 -2.74835 -1.63417 -1.63411 1.99371 
127 -14.8335 -12.8284 -5.25049 -2.74938 -2.74933 -1.63366 -1.63361 1.98391 
128 -14.8494 -12.827 -5.25853 -2.75032 -2.75028 -1.63318 -1.63313 1.97453 
129 -14.8646 -12.8256 -5.26622 -2.75122 -2.75118 -1.63272 -1.63267 1.96558 
130 -14.879 -12.8243 -5.27353 -2.75208 -2.75204 -1.63228 -1.63224 1.9571 
131 -14.8926 -12.8231 -5.2804 -2.75288 -2.75284 -1.63187 -1.63183 1.94911 
132 -14.9053 -12.822 -5.28681 -2.75362 -2.75359 -1.63149 -1.63145 1.94162 
133 -14.917 -12.821 -5.2927 -2.75431 -2.75428 -1.63114 -1.63111 1.93466 
134 -14.9277 -12.8201 -5.29805 -2.75494 -2.75491 -1.63083 -1.6308 1.92824 
135 -14.9374 -12.8192 -5.30283 -2.7555 -2.75547 -1.63055 -1.63052 1.92237 
136 -14.946 -12.8185 -5.307 -2.75598 -2.75596 -1.63031 -1.63029 1.91708 
137 -14.9535 -12.8179 -5.31055 -2.7564 -2.75638 -1.63011 -1.63009 1.91237 
138 -14.9598 -12.8174 -5.31345 -2.75675 -2.75673 -1.62995 -1.62993 1.90825 
139 -14.9649 -12.817 -5.31569 -2.75702 -2.757 -1.62983 -1.62982 1.90473 
140 -14.9688 -12.8167 -5.31724 -2.75721 -2.75719 -1.62976 -1.62974 1.90181 
141 -14.9715 -12.8165 -5.3181 -2.75732 -2.75731 -1.62972 -1.62971 1.89951 
142 -14.9729 -12.8165 -5.31826 -2.75735 -2.75734 -1.62974 -1.62973 1.89782 
143 -14.9731 -12.8165 -5.31772 -2.75731 -2.7573 -1.62979 -1.62978 1.89675 
144 -14.9721 -12.8167 -5.31646 -2.75718 -2.75718 -1.62989 -1.62988 1.8963 
145 -14.9697 -12.8169 -5.31451 -2.75698 -2.75697 -1.63003 -1.63003 1.89646 
146 -14.9662 -12.8173 -5.31185 -2.75669 -2.75669 -1.63022 -1.63022 1.89724 
147 -14.9614 -12.8178 -5.30851 -2.75633 -2.75633 -1.63045 -1.63045 1.89862 
148 -14.9554 -12.8184 -5.30449 -2.75589 -2.75589 -1.63072 -1.63072 1.90061 
149 -14.9483 -12.8191 -5.29982 -2.75538 -2.75538 -1.63104 -1.63104 1.90319 
150 -14.94 -12.8199 -5.2945 -2.7548 -2.7548 -1.63139 -1.63139 1.90637 
