0 -32.266 -32.2502 -32.2493 -32.2368 -19.1725 -18.138 -17.9457 -17.9434 -17.8661 -17.8496 -17.7446 -17.6829 -17.6615 -17.6585 -17.4471 -15.8713 -10.6152 -10.615 -10.6123 -10.6116 -10.6091 -10.6053 -10.6043 -10.6023 -10.6011 -10.601 -10.5995 -10.5984 -10.5769 -10.5748 -10.569 -10.5593 -10.5586 -10.5436 -10.5403 -10.5366 -10.5307 -10.5057 -10.5009 -10.491 -10.4804 -10.4751 -10.4635 -10.4565 -10.4495 -10.4424 -10.434 -10.4236 -4.36806 -4.31496 -4.23994 -4.2322 -4.12823 -4.07231 -4.0723 -4.01429 -3.91378 -3.90414 -3.8119 -3.75045 -3.706 -3.55727 -3.52615 -3.32024 -3.01572 -2.98292 -2.98279 -2.92431 -2.89816 -2.86295 -2.65956 -2.30971 -2.23881 -2.03345 -1.11261 -1.062 -1.01497 -0.98021 -0.871363 -0.825092 -0.825085 -0.741774 -0.693333 -0.601928 -0.4682 -0.366497 -0.336717 -0.335304 -0.317709 -0.048166 0.0102278 0.0798388 0.109066 0.10913 0.13566 0.137945 0.139876 0.178406 0.503249 0.504692 0.523633 0.537926 0.644948 0.710489 0.792109 0.893506 0.94294 1.04056 1.04056 1.08547 1.2068 1.24713 1.29897 1.30645 1.30985 1.31053 1.35641 1.46438 2.80052 2.9 2.9 2.9 2.9 2.9 2.9 2.9 2.9 3.03654 3.13773 3.57088 3.7529 3.7906 3.88233 3.97687 3.97781 4.02095 4.41174 4.67097 4.72085 4.9168 4.96934 5.07011 5.22259 5.24362 5.40665 5.51473 5.51475 5.59957 5.77769 5.79485 5.92107 6.0138 1.9593e+07 2.12111e+07 2.14726e+07 2.14726e+07 2.14726e+07 2.14726e+07 2.17407e+07 2.3751e+07 
1 -32.1801 -32.1642 -32.1632 -32.1508 -19.1085 -18.0716 -17.8786 -17.8763 -17.7969 -17.7812 -17.6768 -17.6132 -17.5914 -17.5884 -17.3762 -15.7947 -10.6149 -10.6147 -10.612 -10.6114 -10.6089 -10.605 -10.6041 -10.6021 -10.6009 -10.6007 -10.5993 -10.5983 -10.5768 -10.5747 -10.569 -10.5592 -10.5585 -10.5435 -10.5401 -10.5364 -10.5306 -10.5056 -10.5009 -10.4909 -10.4804 -10.4748 -10.4636 -10.4564 -10.4495 -10.4424 -10.434 -10.4235 -4.35925 -4.30613 -4.23108 -4.22332 -4.11929 -4.06332 -4.06331 -4.00528 -3.90473 -3.89507 -3.80276 -3.74126 -3.70409 -3.55563 -3.52458 -3.31906 -3.01516 -2.98225 -2.98215 -2.92403 -2.89816 -2.86281 -2.65983 -2.31092 -2.24035 -2.03558 -1.11071 -1.06013 -1.01317 -0.978381 -0.869578 -0.823333 -0.823325 -0.740017 -0.691781 -0.600163 -0.466367 -0.364555 -0.336717 -0.335306 -0.317652 -0.047852 0.00995066 0.0798361 0.109119 0.109184 0.135416 0.137652 0.139626 0.178745 0.503249 0.50469 0.523693 0.535877 0.64305 0.710293 0.790217 0.891844 0.940999 1.03865 1.03866 1.08347 1.20473 1.2451 1.29682 1.30968 1.31314 1.31382 1.35422 1.46751 2.80254 3.03815 3.13865 3.57063 3.7529 3.79068 3.88181 3.97597 3.97694 4.01971 4.4096 4.66847 4.71808 4.91365 4.95439 5.0551 5.20749 5.2286 5.39142 5.49951 5.49953 5.58421 5.76219 5.77941 5.90546 5.99812 4074.99 4407.33 4431.91 4459.95 4459.95 4459.99 4460.15 4484.81 4484.82 4513.83 4538.98 4911.37 5459.19 5459.19 5459.53 5475.11 
2 -31.9195 -31.9035 -31.9024 -31.8899 -18.9145 -17.8704 -17.6754 -17.6731 -17.5869 -17.5739 -17.4716 -17.4018 -17.3791 -17.376 -17.1613 -15.5626 -10.6141 -10.614 -10.6113 -10.6106 -10.6083 -10.6045 -10.6036 -10.6016 -10.6003 -10.6001 -10.5988 -10.5978 -10.5764 -10.5745 -10.569 -10.5589 -10.5583 -10.5432 -10.5397 -10.5359 -10.5302 -10.5055 -10.5009 -10.4907 -10.4805 -10.4737 -10.4637 -10.4562 -10.4496 -10.4422 -10.4342 -10.4234 -4.33329 -4.28 -4.20486 -4.19697 -4.09269 -4.03654 -4.03654 -3.97843 -3.87773 -3.86796 -3.77544 -3.71379 -3.69791 -3.55036 -3.51954 -3.31526 -3.01334 -2.98012 -2.98012 -2.92312 -2.89816 -2.86239 -2.66055 -2.31457 -2.245 -2.04199 -1.10502 -1.05454 -1.00778 -0.972908 -0.864238 -0.818068 -0.81806 -0.734764 -0.687142 -0.594885 -0.460885 -0.358744 -0.336717 -0.335314 -0.317476 -0.0468922 0.00911491 0.0798279 0.109283 0.109354 0.134681 0.136769 0.13887 0.179773 0.503249 0.504681 0.523878 0.529746 0.637355 0.709698 0.784567 0.886883 0.935198 1.03295 1.03296 1.07748 1.19851 1.239 1.29041 1.31964 1.32327 1.32397 1.34767 1.47717 2.80861 3.04299 3.14139 3.56976 3.7529 3.79092 3.8801 3.97307 3.97416 4.01572 4.40276 4.66043 4.7092 4.90348 4.90983 5.0104 5.16257 5.18397 5.34621 5.45433 5.45436 5.53871 5.71642 5.73392 5.85951 5.95207 996.436 1079.87 1081.4 1093.08 1093.08 1093.12 1093.28 1094.63 1094.63 1106.61 1108.17 1206.13 1329.77 1329.77 1329.89 1334.07 
3 -31.476 -31.4595 -31.4584 -31.4457 -18.5843 -17.5284 -17.3302 -17.3277 -17.2296 -17.2214 -17.1228 -17.0421 -17.0177 -17.0144 -16.7955 -15.1681 -10.6128 -10.6127 -10.6101 -10.6094 -10.6073 -10.6035 -10.6028 -10.6007 -10.5993 -10.599 -10.598 -10.597 -10.5759 -10.5742 -10.569 -10.5584 -10.5579 -10.5427 -10.539 -10.5348 -10.5296 -10.5052 -10.5009 -10.4902 -10.4806 -10.4717 -10.4639 -10.4557 -10.4497 -10.4416 -10.4345 -10.4229 -4.29171 -4.23784 -4.16249 -4.1541 -4.04914 -3.99256 -3.99256 -3.93424 -3.83331 -3.82323 -3.73026 -3.68603 -3.66831 -3.54032 -3.50996 -3.30805 -3.00979 -2.97635 -2.97621 -2.92127 -2.89816 -2.86168 -2.66152 -2.32062 -2.25284 -2.0528 -1.09559 -1.04525 -0.998852 -0.963829 -0.855386 -0.809339 -0.80933 -0.726062 -0.679473 -0.586146 -0.451804 -0.349105 -0.336716 -0.335328 -0.317166 -0.0452305 0.00770793 0.0798146 0.109575 0.109655 0.133439 0.135291 0.137596 0.181523 0.50325 0.504668 0.519583 0.524206 0.627883 0.708658 0.775237 0.8787 0.925592 1.02352 1.02353 1.06755 1.18821 1.2289 1.27977 1.33681 1.33711 1.34104 1.34178 1.49418 2.81886 3.05116 3.14586 3.56785 3.7529 3.79128 3.87668 3.96755 3.96889 4.0082 4.38986 4.64508 4.69229 4.83656 4.88396 4.93702 5.08899 5.11115 5.27243 5.38073 5.38076 5.46483 5.64261 5.66101 5.78594 5.8788 426.245 463.583 463.906 469.492 469.495 469.531 469.701 469.82 469.822 475.544 475.875 519.798 565.085 565.089 565.165 567.306 
4 -30.8349 -30.8178 -30.8166 -30.8037 -18.1071 -17.0354 -16.8325 -16.8299 -16.7131 -16.7129 -16.6201 -16.5226 -16.4952 -16.4917 -16.2667 -14.5991 -10.6111 -10.611 -10.6085 -10.6078 -10.6059 -10.6022 -10.6017 -10.5996 -10.598 -10.5976 -10.5969 -10.5958 -10.5751 -10.5737 -10.569 -10.5577 -10.5572 -10.542 -10.5378 -10.5333 -10.5287 -10.5048 -10.5009 -10.4894 -10.4807 -10.4683 -10.4643 -10.4547 -10.4498 -10.4401 -10.435 -10.4217 -4.23748 -4.18205 -4.10632 -4.0965 -3.98991 -3.93246 -3.93244 -3.87366 -3.77242 -3.76157 -3.66808 -3.66533 -3.6053 -3.52328 -3.49372 -3.2959 -3.00363 -2.97017 -2.96985 -2.91793 -2.89816 -2.86063 -2.66229 -2.32901 -2.26399 -2.06814 -1.08246 -1.03233 -0.986436 -0.951213 -0.843096 -0.797209 -0.797199 -0.713992 -0.668866 -0.574033 -0.439209 -0.336716 -0.335705 -0.335346 -0.31669 -0.0427665 0.0057101 0.079797 0.110023 0.110119 0.131668 0.133209 0.135783 0.18405 0.50325 0.504649 0.505469 0.524708 0.614689 0.707036 0.762378 0.867423 0.912279 1.01046 1.01047 1.05379 1.17391 1.21489 1.26499 1.32171 1.36358 1.36801 1.36881 1.52008 2.83346 3.06282 3.15188 3.56411 3.7529 3.7917 3.87054 3.95815 3.96001 3.99565 4.36823 4.61889 4.66361 4.7361 4.83646 4.85067 4.98874 5.01261 5.17254 5.28138 5.2814 5.36572 5.54478 5.5656 5.68981 5.78423 226.69 247.898 248.025 251.252 251.256 251.294 251.382 251.385 251.475 254.688 254.819 279.441 297.477 297.482 297.548 299.131 
5 -29.9742 -29.9563 -29.9549 -29.9418 -17.4669 -16.3763 -16.1673 -16.1645 -16.0325 -16.0198 -15.9484 -15.8261 -15.794 -15.7902 -15.5569 -13.8391 -10.6091 -10.6089 -10.6065 -10.6058 -10.6042 -10.6006 -10.6004 -10.5982 -10.5965 -10.5958 -10.5957 -10.5943 -10.5742 -10.573 -10.569 -10.5568 -10.5562 -10.541 -10.5361 -10.5309 -10.5275 -10.5042 -10.5009 -10.4882 -10.4809 -10.4648 -10.4632 -10.453 -10.45 -10.4357 -10.4353 -10.419 -4.17565 -4.1167 -4.04039 -4.02715 -3.91711 -3.85794 -3.85791 -3.79816 -3.69665 -3.68407 -3.63197 -3.58875 -3.52548 -3.49534 -3.46712 -3.27615 -2.99335 -2.96045 -2.95994 -2.91209 -2.89816 -2.85916 -2.66215 -2.33961 -2.27861 -2.08822 -1.06573 -1.01586 -0.970621 -0.935149 -0.827469 -0.781766 -0.781755 -0.698667 -0.655448 -0.558669 -0.423219 -0.336714 -0.33537 -0.318644 -0.315996 -0.0393423 0.00309793 0.0797759 0.110673 0.110801 0.129343 0.130511 0.133407 0.187445 0.487519 0.503251 0.504624 0.525438 0.597887 0.704492 0.746258 0.853233 0.895391 0.993937 0.993949 1.03632 1.15573 1.19708 1.24619 1.30249 1.40148 1.40675 1.4076 1.55749 2.85265 3.07814 3.15909 3.55717 3.7529 3.79203 3.8598 3.94259 3.9456 3.97565 4.33333 4.57575 4.60973 4.61756 4.71144 4.79556 4.8647 4.89221 5.05019 5.16032 5.16033 5.24621 5.42933 5.45571 5.57925 5.67786 134.346 148.092 148.171 150.264 150.268 150.311 150.346 150.349 150.507 152.49 152.572 167.729 173.647 173.652 173.72 175.532 
6 -28.8632 -28.8441 -28.8426 -28.8293 -16.6412 -15.5304 -15.3139 -15.3109 -15.1592 -15.125 -15.087 -14.9294 -14.889 -14.8847 -14.6409 -12.87 -10.6069 -10.6066 -10.6042 -10.6034 -10.6023 -10.599 -10.5988 -10.5966 -10.5948 -10.5944 -10.5938 -10.5923 -10.5731 -10.5722 -10.569 -10.5559 -10.5547 -10.5398 -10.5335 -10.5273 -10.5259 -10.5035 -10.5009 -10.4864 -10.4811 -10.4654 -10.4575 -10.4504 -10.4494 -10.4368 -10.4171 -10.4125 -4.11358 -4.04801 -3.97102 -3.9507 -3.83395 -3.77164 -3.77158 -3.70996 -3.60853 -3.59233 -3.57788 -3.49443 -3.45098 -3.42938 -3.42426 -3.24459 -2.97651 -2.9453 -2.94467 -2.90199 -2.89816 -2.85705 -2.6599 -2.35214 -2.2969 -2.11327 -1.04548 -0.995961 -0.951514 -0.915756 -0.808638 -0.763115 -0.763101 -0.680233 -0.639376 -0.540214 -0.403994 -0.336713 -0.335399 -0.314997 -0.298046 -0.0347213 -0.000149038 0.0797528 0.111581 0.11178 0.126455 0.127188 0.130453 0.191837 0.465885 0.503253 0.504595 0.526489 0.577647 0.700157 0.727495 0.836372 0.875096 0.974146 0.974163 1.0153 1.13382 1.17565 1.22352 1.2793 1.4548 1.4615 1.46237 1.61073 2.87667 3.09736 3.16684 3.5448 3.7529 3.79201 3.84111 3.91654 3.92244 3.94482 4.27799 4.46203 4.50626 4.54261 4.56475 4.70801 4.72087 4.7558 4.91057 5.02339 5.02342 5.1133 5.30562 5.34312 5.46587 5.57284 84.2027 93.9062 93.9732 95.4362 95.4406 95.4884 95.5055 95.5091 95.7064 97.0054 97.0747 105.202 106.418 106.424 106.503 110.31 
7 -27.4595 -27.439 -27.4372 -27.4237 -15.5999 -14.471 -14.2458 -14.2424 -14.0678 -14.0095 -13.995 -13.8032 -13.7462 -13.7411 -13.4843 -11.7053 -10.6045 -10.6042 -10.6017 -10.6009 -10.6003 -10.5974 -10.5969 -10.5949 -10.593 -10.5929 -10.5914 -10.5899 -10.5717 -10.5711 -10.569 -10.5547 -10.5523 -10.5384 -10.5296 -10.5238 -10.5214 -10.5025 -10.5009 -10.4832 -10.4815 -10.4662 -10.4536 -10.451 -10.4403 -10.4383 -10.3965 -10.3332 -4.05942 -3.98394 -3.90638 -3.87381 -3.74523 -3.67752 -3.67736 -3.61229 -3.5122 -3.49574 -3.48862 -3.38638 -3.38194 -3.35753 -3.31883 -3.19505 -2.94939 -2.9216 -2.9211 -2.89816 -2.88479 -2.85354 -2.65353 -2.36602 -2.31904 -2.14351 -1.02184 -0.972748 -0.929235 -0.893173 -0.786761 -0.741363 -0.741345 -0.65887 -0.62083 -0.518872 -0.381738 -0.336712 -0.335433 -0.313533 -0.274068 -0.0285527 -0.00403229 0.0797297 0.112745 0.113155 0.123122 0.123234 0.126965 0.197428 0.440754 0.503254 0.50456 0.528025 0.554199 0.691155 0.70833 0.817149 0.851598 0.951361 0.951385 0.990918 1.10836 1.15077 1.19713 1.25229 1.53001 1.53933 1.54008 1.68716 2.90572 3.12069 3.17393 3.52328 3.7529 3.7905 3.80905 3.8713 3.88533 3.89982 4.19247 4.29423 4.3992 4.40041 4.42946 4.56253 4.577 4.61235 4.76066 4.87881 4.87893 4.97661 5.18588 5.24186 5.36333 5.48285 53.9808 61.2652 61.3337 62.4083 62.4134 62.4692 62.4794 62.4834 62.7191 63.5819 63.6526 65.6179 65.921 65.928 66.0346 72.9439 
8 -25.7061 -25.6837 -25.6815 -25.6678 -14.3041 -13.1651 -12.9305 -12.9265 -12.7415 -12.6838 -12.5844 -12.4227 -12.3199 -12.3131 -12.0414 -10.7908 -10.6021 -10.6018 -10.5992 -10.5983 -10.5981 -10.5958 -10.595 -10.5932 -10.5914 -10.5907 -10.5887 -10.5872 -10.5702 -10.5696 -10.569 -10.5535 -10.5482 -10.5368 -10.524 -10.5211 -10.5116 -10.501 -10.5009 -10.4819 -10.4773 -10.4673 -10.452 -10.4494 -10.4402 -10.4066 -10.3474 -9.68839 -4.01844 -3.93161 -3.85368 -3.80441 -3.65762 -3.58134 -3.58092 -3.50969 -3.41432 -3.38098 -3.37602 -3.28242 -3.26665 -3.26032 -3.19486 -3.12032 -2.90706 -2.89816 -2.88463 -2.88408 -2.86038 -2.84202 -2.63975 -2.38015 -2.34505 -2.17906 -0.994946 -0.946367 -0.903914 -0.867561 -0.762027 -0.7166 -0.716574 -0.634795 -0.599992 -0.494895 -0.356707 -0.33671 -0.335472 -0.311305 -0.246902 -0.0203133 -0.00849544 0.0797093 0.113356 0.114805 0.118653 0.120411 0.123381 0.20454 0.412355 0.503255 0.50452 0.527833 0.530356 0.671894 0.692792 0.795963 0.825137 0.925947 0.925984 0.963419 1.07957 1.12268 1.16722 1.22164 1.63796 1.65263 1.65278 1.79989 2.93983 3.14821 3.17805 3.48679 3.74967 3.7529 3.79033 3.79429 3.82644 3.83642 4.06701 4.11045 4.22342 4.24705 4.27042 4.39603 4.3978 4.47511 4.6095 4.73759 4.7379 4.84805 5.08277 5.16262 5.28225 5.41581 34.3421 39.579 39.6785 39.6869 39.8733 40.1135 40.1922 41.0056 41.0117 41.0803 41.0872 41.0921 41.3787 41.9229 42.0038 49.126 
9 -23.5254 -23.5004 -23.4977 -23.4838 -12.7131 -11.5755 -11.332 -11.3273 -11.3137 -11.0754 -10.9884 -10.8404 -10.6383 -10.6027 -10.5996 -10.5992 -10.5965 -10.596 -10.5949 -10.5942 -10.5932 -10.5915 -10.5891 -10.5854 -10.5841 -10.5764 -10.569 -10.5671 -10.5644 -10.5462 -10.5413 -10.5387 -10.5249 -10.5186 -10.5077 -10.5009 -10.4987 -10.4983 -10.4792 -10.4681 -10.4637 -10.4518 -10.4423 -10.4221 -10.2297 -10.0869 -10.0806 -7.92724 -3.99084 -3.89397 -3.81523 -3.74905 -3.57916 -3.49057 -3.48943 -3.40845 -3.32431 -3.2584 -3.23423 -3.15082 -3.13813 -3.13071 -3.05936 -3.01508 -2.89816 -2.84611 -2.84554 -2.82876 -2.82377 -2.79281 -2.61341 -2.39231 -2.37431 -2.21979 -0.964938 -0.916976 -0.875662 -0.839102 -0.734659 -0.688822 -0.688778 -0.608262 -0.576991 -0.468591 -0.336709 -0.335515 -0.329227 -0.307659 -0.216786 -0.0133175 -0.00921515 0.0796958 0.110186 0.113472 0.114195 0.122155 0.122983 0.213772 0.380971 0.498915 0.503257 0.504476 0.534146 0.645433 0.673633 0.773368 0.796008 0.898445 0.898508 0.933082 1.04766 1.09165 1.13401 1.18756 1.79704 1.82212 1.82396 1.97359 2.97845 3.17488 3.17948 3.42704 3.65547 3.67741 3.73611 3.74482 3.75291 3.78359 3.89782 3.91484 4.03938 4.05138 4.0674 4.17446 4.22885 4.35995 4.46837 4.61182 4.61246 4.73946 5.00423 5.10731 5.22535 5.3711 20.4968 21.7016 21.7328 21.745 22.412 25.647 25.7473 26.3674 26.3751 26.4647 26.4707 26.4769 26.8412 27.1098 27.2114 32.9184 
